dataset.id melody.id note.id melody.name vertint12 articulation comma voice ornament dyn phrase bioi deltast accidental mpitch cpitch barlength pulses tempo mode keysig dur onset cpitch.order.ltm.cpint cpitch.order.stm.cpint cpitch.weight.ltm cpitch.weight.stm cpitch.weight.ltm.cpint cpitch.weight.stm.cpint cpitch.probability cpitch.information.content cpitch.entropy cpitch.40 cpitch.51 cpitch.53 cpitch.55 cpitch.56 cpitch.57 cpitch.58 cpitch.59 cpitch.60 cpitch.61 cpitch.62 cpitch.63 cpitch.64 cpitch.65 cpitch.66 cpitch.67 cpitch.68 cpitch.69 cpitch.70 cpitch.71 cpitch.72 cpitch.73 cpitch.74 cpitch.75 cpitch.76 cpitch.77 cpitch.78 cpitch.79 cpitch.80 cpitch.81 cpitch.82 cpitch.83 cpitch.84 cpitch.85 cpitch.86 cpitch.88 cpitch.89 cpitch.90 probability information.content entropy 
701 1 1 "Dallapiccola_quartina_2" NA 0 0 1 0 NA 0 0 0 NA NA 90 96 4 600000 0 0 23 0 0 0 0.5 0.5 1.0 1.0 0.02631578 5.247928 5.247927 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 5.247928 5.247927 
701 1 2 "Dallapiccola_quartina_2" NA 0 0 1 0 NA 0 24 1 NA NA 83 96 4 600000 0 0 23 24 0 0 0.7778857 0.22211428 1.0 1.0 0.03260986 4.9385476 4.7030077 0.010679042 0.010679042 0.010679042 0.010679042 0.010679042 0.010679042 0.010679042 0.010679042 0.010679042 0.010679042 0.010679042 0.010679042 0.010679042 0.010679042 0.010679042 0.010679042 0.010679042 0.010679042 0.022456085 0.022456085 0.010679042 0.010679042 0.010679042 0.022456085 0.022456085 0.096756645 0.010679042 0.07474738 0.010679042 0.08226742 0.022456085 0.03260986 0.067004345 0.050663494 0.022456085 0.067004345 0.05899617 0.08959579 0.03260986 4.9385476 4.7030077 
701 1 3 "Dallapiccola_quartina_2" NA 0 0 1 0 NA 0 24 1 NA NA 62 96 4 600000 0 0 23 48 1 0 0.81156373 0.18843628 1.0 1.0 0.0076406137 7.0320954 4.2084465 0.0076406137 0.0076406137 0.0076406137 0.0076406137 0.0076406137 0.0076406137 0.0076406137 0.0076406137 0.0076406137 0.0076406137 0.0076406137 0.012627382 0.012627382 0.0076406137 0.0076406137 0.0076406137 0.012627382 0.012627382 0.047780793 0.0076406137 0.037066292 0.0076406137 0.04070919 0.012627382 0.037753392 0.033338115 0.025563033 0.012627382 0.04070919 0.033338115 0.31969938 0.044277817 0.033338115 0.033338115 0.033338115 0.012627382 0.021468157 0.0076406137 0.0076406137 7.0320954 4.2084465 
701 1 4 "Dallapiccola_quartina_2" NA 0 0 1 0 NA 0 24 1 NA NA 57 96 4 600000 0 0 23 72 0 0 0.3058565 0.6941435 1.0 1.0 0.024862718 5.329872 4.892825 0.016159188 0.02852223 0.029532786 0.18656999 0.027423156 0.024862718 0.019251665 0.029532786 0.027423156 0.026213866 0.030470433 0.027423156 0.027423156 0.027423156 0.023320628 0.019251665 0.023320628 0.016159188 0.029532786 0.029532786 0.016159188 0.029532786 0.016159188 0.02852223 0.016159188 0.024862718 0.02150431 0.016159188 0.016159188 0.016159188 0.016159188 0.016159188 0.016159188 0.016159188 0.016159188 0.016159188 0.016159188 0.016159188 0.024862718 5.329872 4.892825 
701 1 5 "Dallapiccola_quartina_2" NA 0 0 1 0 NA 0 24 1 NA NA 55 96 4 600000 0 0 23 96 1 0 0.92036986 0.07963011 1.0 1.0 0.03444895 4.8593965 3.915446 0.0046720663 0.03444895 0.01003249 0.03444895 0.029738452 0.04827774 0.03444895 0.03444895 0.03444895 0.020104928 0.01003249 0.020104928 0.0046720663 0.23389606 0.043711822 0.0046720663 0.043711822 0.0046720663 0.2299267 0.0046720663 0.024962185 0.015142746 0.0046720663 0.0046720663 0.0046720663 0.0046720663 0.0046720663 0.0046720663 0.0046720663 0.0046720663 0.0046720663 0.0046720663 0.0046720663 0.0046720663 0.0046720663 0.0046720663 0.0046720663 0.0046720663 0.03444895 4.8593965 3.915446 
701 1 6 "Dallapiccola_quartina_2" NA 0 0 1 0 NA 0 24 1 NA NA 51 96 4 600000 0 0 23 120 1 0 0.67291516 0.3270848 1.0 1.0 0.07714164 3.6963463 4.4996886 0.014211141 0.07714164 0.104765885 0.09590172 0.035809092 0.035809092 0.12943281 0.024005609 0.014211141 0.082023956 0.007802756 0.04269484 0.04269484 0.007802756 0.04269484 0.007802756 0.039325364 0.007802756 0.028203243 0.01941355 0.007802756 0.007802756 0.007802756 0.007802756 0.007802756 0.007802756 0.007802756 0.007802756 0.007802756 0.007802756 0.007802756 0.007802756 0.007802756 0.007802756 0.007802756 0.007802756 0.007802756 0.007802756 0.07714164 3.6963463 4.4996886 
701 1 7 "Dallapiccola_quartina_2" NA 0 0 1 0 NA 0 24 1 NA NA 76 96 4 600000 0 0 23 144 1 0 0.82952577 0.17047423 1.0 1.0 0.007843511 6.9942846 4.448339 0.08125729 0.09898947 0.072093345 0.042875502 0.020851195 0.042875502 0.007843511 0.0902131 0.0902131 0.007843511 0.0902131 0.007843511 0.08125729 0.007843511 0.052970774 0.03225971 0.007843511 0.007843511 0.007843511 0.007843511 0.007843511 0.007843511 0.007843511 0.007843511 0.007843511 0.007843511 0.007843511 0.007843511 0.007843511 0.007843511 0.007843511 0.007843511 0.007843511 0.007843511 0.007843511 0.007843511 0.007843511 0.007843511 0.007843511 6.9942846 4.448339 
701 1 8 "Dallapiccola_quartina_2" NA 0 0 1 0 NA 0 24 1 NA NA 76 96 4 600000 0 0 23 168 0 0 0.3952981 0.60470194 1.0 1.0 0.028478771 5.1339693 5.00724 0.014516347 0.014516347 0.014516347 0.053664256 0.017039854 0.017039854 0.014516347 0.014516347 0.014516347 0.017039854 0.017039854 0.029475352 0.014516347 0.026306981 0.014516347 0.02742577 0.017039854 0.0656722 0.025110217 0.07501457 0.0601275 0.02742577 0.08284957 0.023819158 0.028478771 0.025110217 0.025110217 0.025110217 0.0208527 0.017039854 0.0208527 0.014516347 0.02742577 0.02742577 0.014516347 0.014516347 0.026306981 0.014516347 0.028478771 5.1339693 5.00724 
701 1 9 "Dallapiccola_quartina_2" NA 0 0 1 0 NA 0 24 1 NA NA 58 96 4 600000 0 0 23 192 1 0 0.5560293 0.44397068 1.0 1.0 0.010894949 6.5201964 4.9424815 0.010894949 0.010894949 0.010894949 0.029594159 0.013650139 0.013650139 0.010894949 0.010894949 0.010894949 0.013650139 0.013650139 0.029505305 0.010894949 0.025143776 0.010894949 0.045353454 0.013650139 0.039315194 0.05762833 0.04740366 0.034727663 0.026660787 0.09620734 0.042364713 0.06396892 0.043379206 0.043379206 0.023549853 0.01813391 0.03809502 0.01813391 0.010894949 0.026660787 0.026660787 0.010894949 0.010894949 0.025143776 0.010894949 0.010894949 6.5201964 4.9424815 
701 1 10 "Dallapiccola_quartina_2" NA 0 0 1 0 NA 0 24 1 NA NA 56 96 4 600000 0 0 23 216 0 0 0.5032007 0.49679926 1.0 1.0 0.07923714 3.657679 4.9211884 0.03983046 0.05608852 0.06863334 0.035355084 0.07923714 0.02887201 0.09292507 0.031181213 0.031181213 0.031181213 0.023594774 0.016755491 0.023594774 0.011973237 0.035355084 0.035355084 0.011973237 0.035355084 0.011973237 0.033332713 0.011973237 0.026364082 0.02045929 0.011973237 0.011973237 0.011973237 0.011973237 0.011973237 0.011973237 0.011973237 0.011973237 0.03983046 0.011973237 0.011973237 0.011973237 0.011973237 0.011973237 0.011973237 0.07923714 3.657679 4.9211884 
701 1 11 "Dallapiccola_quartina_2" NA 0 0 1 0 NA 0 24 1 NA NA 53 96 4 600000 0 0 23 240 1 1 0.7202535 0.27974644 1.0 1.0 0.03555194 4.8139277 4.254655 0.006178995 0.15122183 0.03555194 0.026299933 0.17106998 0.029507179 0.029507179 0.122315854 0.01936 0.011237055 0.075089954 0.006178995 0.03555194 0.03555194 0.006178995 0.03555194 0.006178995 0.032584116 0.006178995 0.022932496 0.015508603 0.006178995 0.006178995 0.006178995 0.006178995 0.006178995 0.006178995 0.006178995 0.006178995 0.02139927 0.006178995 0.006178995 0.006178995 0.006178995 0.006178995 0.006178995 0.006178995 0.006178995 0.03555194 4.8139277 4.254655 
701 1 12 "Dallapiccola_quartina_2" NA 0 0 1 0 NA 0 24 1 NA NA 61 96 4 600000 0 0 23 264 1 0 0.81552476 0.18447527 1.0 1.0 0.040003344 4.6437354 3.9587517 0.047419637 0.14867473 0.15807186 0.0909872 0.0322596 0.019728368 0.010254576 0.019728368 0.0047043175 0.040003344 0.040003344 0.0047043175 0.19358307 0.0047043175 0.036178455 0.0047043175 0.02406449 0.015162538 0.0047043175 0.0047043175 0.0047043175 0.0047043175 0.0047043175 0.0047043175 0.0047043175 0.0047043175 0.015681693 0.0047043175 0.0047043175 0.0047043175 0.0047043175 0.0047043175 0.0047043175 0.0047043175 0.0047043175 0.0047043175 0.0047043175 0.0047043175 0.040003344 4.6437354 3.9587517 
701 1 13 "Dallapiccola_quartina_2" NA 0 0 1 0 NA 0 24 1 NA NA 72 96 4 600000 0 0 23 288 1 0 0.7235648 0.27643517 1.0 1.0 0.031368997 4.994517 4.5281663 0.01721661 0.007532854 0.011399035 0.026324254 0.035735514 0.022368485 0.12377928 0.12121338 0.023660313 0.12632504 0.026324254 0.026324254 0.026324254 0.017941743 0.011399035 0.017941743 0.007532854 0.051014394 0.031368997 0.007532854 0.031368997 0.007532854 0.078542076 0.007532854 0.020876171 0.014810069 0.007532854 0.007532854 0.007532854 0.007532854 0.007532854 0.007532854 0.007532854 0.007532854 0.01721661 0.007532854 0.007532854 0.007532854 0.031368997 4.994517 4.5281663 
701 2 1 "Schoenberg_I" NA 0 0 1 0 NA 0 0 0 NA NA 79 96 4 600000 0 -1 23 0 0 0 0.5 0.5 1.0 1.0 0.02631578 5.247928 5.247927 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 5.247928 5.247927 
701 2 2 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 85 96 4 600000 0 -1 23 24 0 0 0.59774727 0.4022527 1.0 1.0 0.024425045 5.355495 5.1404734 0.016139701 0.016139701 0.016139701 0.016139701 0.016139701 0.016139701 0.020566175 0.020566175 0.020566175 0.020566175 0.016139701 0.016139701 0.020566175 0.020566175 0.04710134 0.016139701 0.039659884 0.016139701 0.042237956 0.020566175 0.027910206 0.034127984 0.031123854 0.020566175 0.044714175 0.03696368 0.027910206 0.044714175 0.03696368 0.03696368 0.034127984 0.027910206 0.020566175 0.024425045 0.016139701 0.039659884 0.016139701 0.044714175 0.024425045 5.355495 5.1404734 
701 2 3 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 83 96 4 600000 0 -1 23 48 1 0 0.93819004 0.06181 0.99999994 1.0 0.03231656 4.9515824 3.7993464 0.006380362 0.006380362 0.006380362 0.006380362 0.006380362 0.006380362 0.006380362 0.006380362 0.006380362 0.006380362 0.006380362 0.006380362 0.010917386 0.010917386 0.010917386 0.010917386 0.006380362 0.006380362 0.010917386 0.010917386 0.0487044 0.006380362 0.03645639 0.006380362 0.040565412 0.010917386 0.01965842 0.02814138 0.023924813 0.010917386 0.044647146 0.03231656 0.01965842 0.044647146 0.4131378 0.02814138 0.01965842 0.010917386 0.03231656 4.9515824 3.7993464 
701 2 4 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 86 96 4 600000 0 -1 23 72 1 0 0.45239562 0.5476043 1.0 1.0 0.041270938 4.59873 4.7425895 0.012329203 0.012329203 0.012329203 0.012329203 0.012329203 0.012329203 0.012329203 0.012329203 0.012329203 0.012329203 0.015656186 0.015656186 0.015656186 0.015656186 0.012329203 0.012329203 0.015656186 0.015656186 0.031507812 0.012329203 0.027456738 0.012329203 0.02888384 0.015656186 0.020530354 0.024293723 0.04035989 0.037464257 0.044693727 0.113414966 0.020530354 0.044693727 0.025933651 0.025933651 0.041270938 0.015656186 0.16284472 0.012329203 0.041270938 4.59873 4.7425895 
701 2 5 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 84 96 4 600000 0 -1 23 96 2 0 0.92852116 0.0714788 1.0 1.0 0.49875727 1.0035902 3.1462722 0.0036594584 0.0036594584 0.0036594584 0.0036594584 0.0036594584 0.0036594584 0.0036594584 0.0036594584 0.0036594584 0.0036594584 0.0036594584 0.0036594584 0.0036594584 0.006501977 0.006501977 0.006501977 0.006501977 0.0036594584 0.0036594584 0.006501977 0.006501977 0.029804004 0.0036594584 0.0940566 0.0036594584 0.024813559 0.006501977 0.0119328 0.01717252 0.08723188 0.006501977 0.027317572 0.49875727 0.0119328 0.027317572 0.019744016 0.023759909 0.0119328 0.49875727 1.0035902 3.1462722 
701 2 6 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 80 96 4 600000 0 -1 23 120 2 1 0.86480325 0.13519672 0.99999994 1.0 0.046735 4.419353 3.5341048 0.004706303 0.004706303 0.004706303 0.004706303 0.004706303 0.004706303 0.004706303 0.004706303 0.004706303 0.004706303 0.004706303 0.0074303797 0.0074303797 0.0074303797 0.0074303797 0.004706303 0.004706303 0.0074303797 0.0074303797 0.02828969 0.004706303 0.021745669 0.004706303 0.023957392 0.0074303797 0.012474622 0.017209226 0.05261188 0.046735 0.062188495 0.03400381 0.012474622 0.062188495 0.01949813 0.01949813 0.012474622 0.0074303797 0.4446127 0.046735 4.419353 3.5341048 
701 2 7 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 75 96 4 600000 0 -1 23 144 1 0 0.3680649 0.63193506 0.99999994 1.0 0.022135241 5.497511 4.93164 0.014773136 0.014773136 0.014773136 0.014773136 0.014773136 0.014773136 0.014773136 0.017150851 0.017150851 0.017150851 0.017150851 0.014773136 0.014773136 0.017150851 0.017150851 0.028568197 0.014773136 0.025697876 0.014773136 0.026714003 0.017150851 0.020698573 0.02342745 0.022135241 0.07095213 0.02766777 0.099410705 0.020698573 0.02766777 0.02460763 0.02460763 0.091572285 0.020698573 0.017150851 0.07702551 0.02766777 0.025697876 0.014773136 0.022135241 5.497511 4.93164 
701 2 8 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 88 96 4 600000 0 -1 23 168 1 0 0.5596989 0.44030106 1.0 1.0 0.022774713 5.4564233 4.88656 0.011562938 0.011562938 0.011562938 0.013919145 0.013919145 0.013919145 0.011562938 0.011562938 0.013919145 0.013919145 0.028234715 0.011562938 0.024229968 0.011562938 0.05756461 0.05234232 0.017878974 0.02124229 0.04897441 0.03687865 0.026952066 0.13271606 0.017878974 0.026952066 0.022774713 0.022774713 0.052507438 0.017878974 0.013919145 0.041220237 0.011562938 0.058280356 0.024229968 0.011562938 0.026952066 0.022774713 0.011562938 0.019617444 0.022774713 5.4564233 4.88656 
