dataset.id melody.id note.id melody.name vertint12 articulation comma voice ornament dyn phrase bioi deltast accidental mpitch cpitch barlength pulses tempo mode keysig dur onset cpitch.order.ltm.cpint-cpitch cpitch.order.stm.cpint-cpitch cpitch.weight.ltm cpitch.weight.stm cpitch.weight.ltm.cpint-cpitch cpitch.weight.stm.cpint-cpitch cpitch.probability cpitch.information.content cpitch.entropy cpitch.40 cpitch.51 cpitch.53 cpitch.55 cpitch.56 cpitch.57 cpitch.58 cpitch.59 cpitch.60 cpitch.61 cpitch.62 cpitch.63 cpitch.64 cpitch.65 cpitch.66 cpitch.67 cpitch.68 cpitch.69 cpitch.70 cpitch.71 cpitch.72 cpitch.73 cpitch.74 cpitch.75 cpitch.76 cpitch.77 cpitch.78 cpitch.79 cpitch.80 cpitch.81 cpitch.82 cpitch.83 cpitch.84 cpitch.85 cpitch.86 cpitch.88 cpitch.89 cpitch.90 probability information.content entropy 
701 1 11 "Dallapiccola_quartina_2" NA 0 0 1 0 NA 0 24 1 NA NA 53 96 4 600000 0 0 23 240 0 0 0.9407264 0.059273586 1.0 1.0 0.014622566 6.0956597 3.813633 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.4589655 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 6.0956597 3.813633 
701 1 12 "Dallapiccola_quartina_2" NA 0 0 1 0 NA 0 24 1 NA NA 61 96 4 600000 0 0 23 264 0 0 0.5 0.5 1.0 1.0 0.026315775 5.2479286 5.247926 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 5.2479286 5.247926 
701 1 13 "Dallapiccola_quartina_2" NA 0 0 1 0 NA 0 24 1 NA NA 72 96 4 600000 0 0 23 288 0 0 0.7263833 0.2736167 1.0 1.0 0.018105552 5.787424 4.9209604 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.08050343 0.018105552 0.018105552 0.018105552 0.018105552 0.08050343 0.018105552 0.08050343 0.018105552 0.018105552 0.018105552 0.018105552 0.08050343 0.018105552 0.018105552 0.08050343 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 5.787424 4.9209604 
701 2 1 "Schoenberg_I" NA 0 0 1 0 NA 0 0 0 NA NA 79 96 4 600000 0 -1 23 0 0 0 0.5 0.5 1.0 1.0 0.02631578 5.247928 5.247927 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 5.247928 5.247927 
701 2 2 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 85 96 4 600000 0 -1 23 24 0 0 0.8117208 0.1882792 0.99999994 1.0 0.016931346 5.8841596 4.6604323 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.13580085 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.13580085 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.13580085 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 5.8841596 4.6604323 
701 2 3 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 83 96 4 600000 0 -1 23 48 0 0 0.5 0.5 1.0 1.0 0.026315775 5.2479286 5.247926 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 5.2479286 5.247926 
701 2 4 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 86 96 4 600000 0 -1 23 72 0 0 0.8117206 0.18827935 1.0 1.0 0.016931351 5.8841596 4.6604323 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.13580082 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.13580082 0.016931351 0.13580082 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 5.8841596 4.6604323 
701 2 5 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 84 96 4 600000 0 -1 23 96 0 0 0.5 0.5 1.0 1.0 0.026315775 5.2479286 5.247926 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 5.2479286 5.247926 
701 2 6 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 80 96 4 600000 0 -1 23 120 0 0 0.5 0.5 1.0 1.0 0.026315775 5.2479286 5.247926 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 5.2479286 5.247926 
701 2 7 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 75 96 4 600000 0 -1 23 144 0 0 0.94240576 0.057594273 1.0 1.0 0.012011832 6.3794 3.751419 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.37017447 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.19739917 0.012011832 0.012011832 0.012011832 6.3794 3.751419 
701 2 8 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 88 96 4 600000 0 -1 23 168 0 0 0.72249246 0.27750748 1.0 1.0 0.05866704 4.0913057 4.9196777 0.016960515 0.016960515 0.016960515 0.016960515 0.016960515 0.016960515 0.016960515 0.016960515 0.016960515 0.016960515 0.016960515 0.016960515 0.09044451 0.016960515 0.09044451 0.016960515 0.05866704 0.016960515 0.016960515 0.016960515 0.016960515 0.05866704 0.016960515 0.05866704 0.016960515 0.016960515 0.05866704 0.016960515 0.016960515 0.016960515 0.016960515 0.016960515 0.016960515 0.016960515 0.016960515 0.05866704 0.016960515 0.016960515 0.05866704 4.0913057 4.9196777 
701 2 9 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 82 96 4 600000 0 -1 23 192 1 0 0.9407264 0.059273586 1.0 1.0 0.014622564 6.0956597 3.8136325 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.45896545 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 6.0956597 3.8136325 
701 2 10 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 81 96 4 600000 0 -1 23 216 0 0 0.8698975 0.13010246 1.0 1.0 0.016000286 5.9657583 4.385183 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.21199504 0.016000286 0.21199504 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 5.9657583 4.385183 
701 2 11 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 90 96 4 600000 0 -1 23 240 0 0 0.76472396 0.2352761 1.0 1.0 0.017598458 5.8284073 4.819285 0.017598458 0.017598458 0.017598458 0.017598458 0.017598458 0.017598458 0.017598458 0.017598458 0.017598458 0.017598458 0.017598458 0.017598458 0.017598458 0.017598458 0.017598458 0.017598458 0.10041305 0.017598458 0.017598458 0.017598458 0.10041305 0.10041305 0.017598458 0.017598458 0.017598458 0.017598458 0.017598458 0.017598458 0.017598458 0.10041305 0.017598458 0.017598458 0.017598458 0.017598458 0.017598458 0.017598458 0.017598458 0.017598458 0.017598458 5.8284073 4.819285 
701 2 12 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 90 96 4 600000 0 -1 23 264 0 0 0.9407264 0.059273586 1.0 1.0 0.014622562 6.09566 3.8136325 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.45896536 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 6.09566 3.8136325 
701 2 13 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 89 96 4 600000 0 -1 23 288 0 0 0.6299986 0.37000138 1.0 0.99999994 0.016082179 5.958393 4.31546 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.10448764 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.31655404 0.016082179 5.958393 4.31546 
701 3 1 "Schoenberg_R" NA 0 0 1 0 NA 0 0 0 NA NA 60 96 4 600000 0 0 23 0 0 0 0.5 0.5 1.0 1.0 0.02631578 5.247928 5.247927 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 5.247928 5.247927 
701 3 2 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 59 96 4 600000 0 0 23 24 0 0 0.9424056 0.057594474 1.0 1.0 0.012011839 6.3793993 3.7514203 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.19739921 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.3701745 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 6.3793993 3.7514203 
701 3 3 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 68 96 4 600000 0 0 23 48 0 0 0.6982775 0.30172256 1.0 1.0 0.05930457 4.075713 4.980052 0.05930457 0.01787296 0.01787296 0.01787296 0.01787296 0.01787296 0.01787296 0.05930457 0.05930457 0.05930457 0.05930457 0.01787296 0.01787296 0.01787296 0.01787296 0.01787296 0.05930457 0.01787296 0.09011053 0.01787296 0.01787296 0.01787296 0.01787296 0.01787296 0.01787296 0.01787296 0.01787296 0.01787296 0.01787296 0.01787296 0.01787296 0.01787296 0.01787296 0.01787296 0.01787296 0.01787296 0.01787296 0.01787296 0.05930457 4.075713 4.980052 
701 3 4 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 67 96 4 600000 0 0 23 72 1 0 0.97135603 0.028643979 1.0 1.0 0.0065404256 7.2564 3.2929006 0.0065404256 0.0065404256 0.0065404256 0.06207918 0.0065404256 0.0065404256 0.0065404256 0.08910388 0.0065404256 0.0065404256 0.0065404256 0.0065404256 0.0065404256 0.0065404256 0.0065404256 0.0065404256 0.4799145 0.06207918 0.0065404256 0.034690075 0.034690075 0.034690075 0.0065404256 0.0065404256 0.0065404256 0.0065404256 0.0065404256 0.0065404256 0.0065404256 0.0065404256 0.0065404256 0.0065404256 0.0065404256 0.0065404256 0.0065404256 0.0065404256 0.0065404256 0.0065404256 0.0065404256 7.2564 3.2929006 
701 3 5 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 67 96 4 600000 0 0 23 96 0 0 0.6264881 0.37351185 1.0 1.0 0.048608016 4.362662 5.108196 0.019397527 0.019397527 0.019397527 0.019397527 0.019397527 0.019397527 0.019397527 0.019397527 0.019397527 0.019397527 0.019397527 0.019397527 0.048608016 0.019397527 0.019397527 0.048608016 0.048608016 0.019397527 0.048608016 0.019397527 0.019397527 0.019397527 0.019397527 0.048608016 0.048608016 0.019397527 0.048608016 0.019397527 0.048608016 0.019397527 0.048608016 0.019397527 0.019397527 0.019397527 0.019397527 0.019397527 0.019397527 0.019397527 0.048608016 4.362662 5.108196 
701 3 6 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 61 96 4 600000 0 0 23 120 1 0 0.3182862 0.68171376 1.0 1.0 0.017699853 5.8201184 4.6553926 0.017699853 0.017699853 0.017699853 0.017699853 0.017699853 0.017699853 0.017699853 0.017699853 0.017699853 0.017699853 0.017699853 0.017699853 0.028226783 0.017699853 0.017699853 0.26089028 0.028226783 0.017699853 0.028226783 0.017699853 0.017699853 0.017699853 0.017699853 0.028226783 0.028226783 0.017699853 0.028226783 0.017699853 0.028226783 0.017699853 0.028226783 0.017699853 0.017699853 0.017699853 0.017699853 0.017699853 0.017699853 0.017699853 0.017699853 5.8201184 4.6553926 
701 3 7 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 62 96 4 600000 0 0 23 144 0 0 0.72638315 0.27361676 1.0 1.0 0.018105552 5.787424 4.9209595 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.08050341 0.018105552 0.08050341 0.018105552 0.018105552 0.08050341 0.018105552 0.08050341 0.018105552 0.018105552 0.08050341 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 5.787424 4.9209595 
701 3 8 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 57 96 4 600000 0 0 23 168 0 0 0.7315177 0.26848236 0.99999994 1.0 0.068011366 3.8780804 4.9024453 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.068011366 0.017295016 0.10650283 0.017295016 0.068011366 0.017295016 0.017295016 0.017295016 0.068011366 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.068011366 0.017295016 0.017295016 0.017295016 0.017295016 0.068011366 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.068011366 3.8780804 4.9024453 
701 3 9 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 65 96 4 600000 0 0 23 192 1 0 0.98760605 0.012393922 0.99999994 1.0 0.007943609 6.97599 2.870106 0.007943609 0.007943609 0.007943609 0.56472874 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.14930142 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 6.97599 2.870106 
701 3 10 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 63 96 4 600000 0 0 23 216 0 0 0.81786704 0.18213297 1.0 1.0 0.014989972 6.0598583 4.616413 0.014989972 0.014989972 0.014989972 0.014989972 0.014989972 0.014989972 0.014989972 0.014989972 0.014989972 0.014989972 0.18361251 0.014989972 0.014989972 0.014989972 0.08042953 0.014989972 0.08042953 0.08042953 0.014989972 0.014989972 0.014989972 0.08042953 0.014989972 0.014989972 0.014989972 0.014989972 0.014989972 0.014989972 0.014989972 0.014989972 0.014989972 0.014989972 0.014989972 0.014989972 0.014989972 0.014989972 0.014989972 0.014989972 0.014989972 6.0598583 4.616413 
701 3 11 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 66 96 4 600000 0 0 23 240 0 0 0.77162445 0.22837558 1.0 1.0 0.080740854 3.6305573 4.7878394 0.016547458 0.016547458 0.016547458 0.016547458 0.016547458 0.016547458 0.016547458 0.016547458 0.080740854 0.016547458 0.016547458 0.080740854 0.016547458 0.080740854 0.080740854 0.016547458 0.016547458 0.016547458 0.016547458 0.016547458 0.016547458 0.016547458 0.016547458 0.016547458 0.13097079 0.016547458 0.016547458 0.016547458 0.016547458 0.016547458 0.016547458 0.016547458 0.016547458 0.016547458 0.016547458 0.016547458 0.016547458 0.016547458 0.080740854 3.6305573 4.7878394 
